sigma_b,mu_target,cv_target,autocorr_target,variance,fano_factor,success,biologically_appropriate,error_type,error_message,rho,sigma_u,d,cv_bin,result_category,fano_factor_category,cv_binned,success_and_bio,overall_score
0.01,1000.0,1.5999999999999999,100.0,2559999.999999999,2559.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.6, 1.9]",False,1
0.01,1000.0,1.7999999999999998,0.1,3239999.999999999,3239.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.6, 1.9]",False,1
0.01,1000.0,1.7999999999999998,1.0,3239999.999999999,3239.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.6, 1.9]",False,1
0.01,1000.0,1.7999999999999998,10.0,3239999.999999999,3239.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.6, 1.9]",False,1
0.01,1000.0,1.7999999999999998,100.0,3239999.999999999,3239.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.6, 1.9]",False,1
0.01,1000.0,2.0,0.1,4000000.0,4000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.9, 2.3]",False,1
0.01,1000.0,2.0,1.0,4000000.0,4000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.9, 2.3]",False,1
0.01,1000.0,2.0,10.0,4000000.0,4000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.9, 2.3]",False,1
0.01,1000.0,2.0,100.0,4000000.0,4000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,>20 (Very High),"(1.9, 2.3]",False,1
0.01,1000.0,2.5,0.1,6250000.0,6250.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.0, 2.5]",Bio-appropriate but Failed,>20 (Very High),"(2.3, 2.6]",False,1
0.01,1000.0,2.5,1.0,6250000.0,6250.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.0, 2.5]",Bio-appropriate but Failed,>20 (Very High),"(2.3, 2.6]",False,1
0.01,1000.0,2.5,10.0,6250000.0,6250.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.0, 2.5]",Bio-appropriate but Failed,>20 (Very High),"(2.3, 2.6]",False,1
0.01,1000.0,2.5,100.0,6250000.0,6250.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.0, 2.5]",Bio-appropriate but Failed,>20 (Very High),"(2.3, 2.6]",False,1
0.01,1000.0,3.0,0.1,9000000.0,9000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.5, 3.0]",Bio-appropriate but Failed,>20 (Very High),"(2.6, 3.0]",False,1
0.01,1000.0,3.0,1.0,9000000.0,9000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.5, 3.0]",Bio-appropriate but Failed,>20 (Very High),"(2.6, 3.0]",False,1
0.01,1000.0,3.0,10.0,9000000.0,9000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.5, 3.0]",Bio-appropriate but Failed,>20 (Very High),"(2.6, 3.0]",False,1
0.01,1000.0,3.0,100.0,9000000.0,9000.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.5, 3.0]",Bio-appropriate but Failed,>20 (Very High),"(2.6, 3.0]",False,1
0.1,1.0,0.1,0.1,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.1,1.0,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.1,10.0,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.1,100.0,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.2,0.1,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.2,1.0,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.2,10.0,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.2,100.0,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.30000000000000004,0.1,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.30000000000000004,1.0,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.30000000000000004,10.0,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.30000000000000004,100.0,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.4,0.1,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.4,1.0,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.4,10.0,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.4,100.0,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,1.0,0.5,0.1,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.5,1.0,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.5,10.0,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.5,100.0,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.6,0.1,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.6,1.0,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.6,10.0,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.6,100.0,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.7000000000000001,0.1,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.7000000000000001,1.0,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.7000000000000001,10.0,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.7000000000000001,100.0,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.8,0.1,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.8,1.0,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.8,10.0,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.8,100.0,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.5, 0.8]",False,1
0.1,1.0,0.9,0.1,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.8, 1.2]",False,1
0.1,1.0,0.9,1.0,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.8, 1.2]",False,1
0.1,1.0,0.9,10.0,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.8, 1.2]",False,1
0.1,1.0,0.9,100.0,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.8, 1.2]",False,1
0.1,1.0,1.0,0.1,1.0,1.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.8, 1.2]",False,1
0.1,1.0,1.0,1.0,1.0,1.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.8, 1.2]",False,1
0.1,1.0,1.0,10.0,1.0,1.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.8, 1.2]",False,1
0.1,1.0,1.0,100.0,1.0,1.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,<1 (Low),"(0.8, 1.2]",False,1
0.1,1.0,1.2,10.0,1.44,1.44,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,1-5 (Normal),"(1.2, 1.6]",False,1
0.1,1.0,1.2,100.0,1.44,1.44,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,1-5 (Normal),"(1.2, 1.6]",False,1
0.1,1.0,1.4,0.1,1.9599999999999997,1.9599999999999997,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,1-5 (Normal),"(1.2, 1.6]",False,1
0.1,1.0,1.4,10.0,1.9599999999999997,1.9599999999999997,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,1-5 (Normal),"(1.2, 1.6]",False,1
0.1,1.0,1.4,100.0,1.9599999999999997,1.9599999999999997,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.1, 1.6]",Bio-appropriate but Failed,1-5 (Normal),"(1.2, 1.6]",False,1
0.1,1.0,1.5999999999999999,0.1,2.5599999999999996,2.5599999999999996,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,1-5 (Normal),"(1.6, 1.9]",False,1
0.1,1.0,1.5999999999999999,10.0,2.5599999999999996,2.5599999999999996,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,1-5 (Normal),"(1.6, 1.9]",False,1
0.1,1.0,1.5999999999999999,100.0,2.5599999999999996,2.5599999999999996,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,1-5 (Normal),"(1.6, 1.9]",False,1
0.1,1.0,1.7999999999999998,0.1,3.2399999999999993,3.2399999999999993,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,1-5 (Normal),"(1.6, 1.9]",False,1
0.1,1.0,1.7999999999999998,10.0,3.2399999999999993,3.2399999999999993,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,1-5 (Normal),"(1.6, 1.9]",False,1
0.1,1.0,1.7999999999999998,100.0,3.2399999999999993,3.2399999999999993,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,1-5 (Normal),"(1.6, 1.9]",False,1
0.1,1.0,2.0,0.1,4.0,4.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,1-5 (Normal),"(1.9, 2.3]",False,1
0.1,1.0,2.0,10.0,4.0,4.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,1-5 (Normal),"(1.9, 2.3]",False,1
0.1,1.0,2.0,100.0,4.0,4.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(1.6, 2.0]",Bio-appropriate but Failed,1-5 (Normal),"(1.9, 2.3]",False,1
0.1,1.0,2.5,0.1,6.25,6.25,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.0, 2.5]",Bio-appropriate but Failed,5-10 (Medium),"(2.3, 2.6]",False,1
0.1,1.0,2.5,10.0,6.25,6.25,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.0, 2.5]",Bio-appropriate but Failed,5-10 (Medium),"(2.3, 2.6]",False,1
0.1,1.0,2.5,100.0,6.25,6.25,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.0, 2.5]",Bio-appropriate but Failed,5-10 (Medium),"(2.3, 2.6]",False,1
0.1,1.0,3.0,10.0,9.0,9.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.5, 3.0]",Bio-appropriate but Failed,5-10 (Medium),"(2.6, 3.0]",False,1
0.1,1.0,3.0,100.0,9.0,9.0,False,True,value_error,Could not find a valid solution for parameter d,,,,"(2.5, 3.0]",Bio-appropriate but Failed,5-10 (Medium),"(2.6, 3.0]",False,1
0.1,5.0,0.1,0.1,0.25,0.05,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.1,1.0,0.25,0.05,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.1,10.0,0.25,0.05,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.1,100.0,0.25,0.05,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.2,0.1,1.0,0.2,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.2,1.0,1.0,0.2,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.2,10.0,1.0,0.2,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.2,100.0,1.0,0.2,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.30000000000000004,0.1,2.250000000000001,0.4500000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.30000000000000004,1.0,2.250000000000001,0.4500000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.30000000000000004,10.0,2.250000000000001,0.4500000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.30000000000000004,100.0,2.250000000000001,0.4500000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.4,0.1,4.0,0.8,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.4,1.0,4.0,0.8,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.4,10.0,4.0,0.8,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.4,100.0,4.0,0.8,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,<1 (Low),"(0.1, 0.5]",False,1
0.1,5.0,0.5,10.0,6.25,1.25,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,1-5 (Normal),"(0.5, 0.8]",False,1
0.1,5.0,0.5,100.0,6.25,1.25,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.1, 0.6]",Bio-appropriate but Failed,1-5 (Normal),"(0.5, 0.8]",False,1
0.1,5.0,0.6,0.1,9.0,1.8,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,1-5 (Normal),"(0.5, 0.8]",False,1
0.1,5.0,0.6,10.0,9.0,1.8,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,1-5 (Normal),"(0.5, 0.8]",False,1
0.1,5.0,0.6,100.0,9.0,1.8,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,1-5 (Normal),"(0.5, 0.8]",False,1
0.1,5.0,0.7000000000000001,0.1,12.250000000000004,2.4500000000000006,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,1-5 (Normal),"(0.5, 0.8]",False,1
0.1,5.0,0.7000000000000001,10.0,12.250000000000004,2.4500000000000006,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,1-5 (Normal),"(0.5, 0.8]",False,1
0.1,5.0,0.7000000000000001,100.0,12.250000000000004,2.4500000000000006,False,True,value_error,Could not find a valid solution for parameter d,,,,"(0.6, 1.1]",Bio-appropriate but Failed,1-5 (Normal),"(0.5, 0.8]",False,1
