dataset_id,dataset_name,has_log,condition,strain_id,tf_identity,timepoints,classification,is_tf_localisation,tf_localisation_reason,reason,channels,all_channels,provenance,raw_llm_response
754,pH5_75_01,True,,247,UNKNOWN,180,YES,NO,"This is a pH calibration experiment using the pHluorin sensor, not a fluorescently tagged transcription factor tracked for nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pH calibration experiment using the pHluorin sensor, not a fluorescently tagged transcription factor tracked for nuclear-cytoplasmic localisation."
762,pH6_0_00,True,,247,UNKNOWN,180,YES,NO,"This is a pH calibration experiment using the pHluorin sensor, which is a pH/metabolite reporter and not a transcription factor localisation marker.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pH calibration experiment using the pHluorin sensor, which is a pH/metabolite reporter and not a transcription factor localisation marker."
764,pH7_76_01,True,,247,UNKNOWN,180,YES,NO,"This is a pH calibration experiment using the pHluorin sensor (strain 247), not a fluorescently tagged transcription factor tracked for nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pH calibration experiment using the pHluorin sensor (strain 247), not a fluorescently tagged transcription factor tracked for nuclear localisation."
765,pH6_0_01,True,,247,UNKNOWN,180,YES,NO,"This is a pH calibration experiment using the pHluorin sensor, which is a metabolite/pH reporter rather than a transcription factor localisation marker.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pH calibration experiment using the pHluorin sensor, which is a metabolite/pH reporter rather than a transcription factor localisation marker."
2561,Buffer1_00,True,,247,UNKNOWN,180,YES,NO,"This is a calibration/growth-rate pHluorin experiment tracking a pH sensor (pHluorin), not a transcription factor’s nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a calibration/growth-rate pHluorin experiment tracking a pH sensor (pHluorin), not a transcription factor’s nuclear localisation."
2721,IL102_ctrl_00,True,,,UNKNOWN,180,YES,NO,This is a control experiment for visualising nocodazole kinetochores in Cryptococcus and does not indicate any transcription factor or nuclear-localisation reporter being tracked.,Fluorescence channel(s) found in parsed acquisition metadata.,GFP,BrightfieldGFP;GFP,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a control experiment for visualising nocodazole kinetochores in Cryptococcus and does not indicate any transcription factor or nuclear-localisation reporter being tracked."
2722,IL102_noco_00,True,,,UNKNOWN,180,YES,NO,This experiment aims to visualise kinetochores in nocodazole-arrested cells and does not mention tracking any transcription factor or nuclear-cytoplasmic localisation reporter.,Fluorescence channel(s) found in parsed acquisition metadata.,GFP,BrightfieldGFP;GFP,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment aims to visualise kinetochores in nocodazole-arrested cells and does not mention tracking any transcription factor or nuclear-cytoplasmic localisation reporter."
2723,albicans_YPD_SCswitch_00,True,YPD to SC,426;87;89;crz1-GFP;group 1: pos001;group 2: pos002;group 3: pos003;group 4: pos004;group 5: pos005;group 6: pos006;group 7: pos007;group 8: pos008,Crz1;Maf1;Msn2;Mig1,240,YES,YES,"Known TF(s) detected: Crz1, Maf1, Msn2, Mig1",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: albicans_ypd_scswitchlog.txt.,GFP,Brightfield;GFP,"condition=llm | strain=yst-refs,strain-field-labels,point-groups | tf=details,tagged-proteins | fluorescence=parsed-channels | tf_localisation=known-tf","[condition]
YPD to SC"
2801,TF_screen_plateIII_fg_zero_glc_00,True,2% glucose to 0%,1138,Rei1;Msn1;Mig3;Rox1;Phd1;Yap3;Spt2;Opi1;Mac1;Yox1;Cup9;Cin5;Yhp1;Stp3;Cbf1;Gcn4;Sut1;Rme1;Ino2;Fzf1,24,YES,YES,"Known TF(s) detected: Rei1, Msn1, Mig3, Rox1, Phd1, Yap3, Spt2, Opi1, Mac1, Yox1, Cup9, Cin5, Yhp1, Stp3, Cbf1, Gcn4, Sut1, Rme1, Ino2, Fzf1",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: tf_screen_plateiii_fg_zero_glc.log.,GFP;GFPFast;mCherry;cy5,Brightfield;GFP;GFPFast;mCherry;cy5,"condition=switch-phrase | strain=yst-refs,details | tf=group-labels | fluorescence=parsed-channels | tf_localisation=known-tf",
2800,Switch_TestBinaryOscillator_0d1to0d3pGlc_cAMP_00,True,0.1% glucose to 0.3% glucose,1702,UNKNOWN,210,YES,NO,"This experiment uses a FRET sensor with mTurquoise2/tdTomatoFRET and cy5 during glucose switching, with no transcription factor or nuclear-localisation reporter being tracked.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: switch_testbinaryoscillator_0d1to0d3pglc_camp.log.,mTurquoise2;tdTomatoFRET;cy5,Brightfield;mTurquoise2;tdTomatoFRET;cy5,condition=llm | strain=group-lines | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
0.1% glucose to 0.3% glucose

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment uses a FRET sensor with mTurquoise2/tdTomatoFRET and cy5 during glucose switching, with no transcription factor or nuclear-localisation reporter being tracked."
2804,GAL3_MAN_GAL_00,True,mannose to galactose,,Gal3,180,YES,YES,Known TF(s) detected: Gal3,Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: gal7_man_gal.log.,GFP_Z;GFP,Brightfield;GFP_Z;GFP,condition=llm | strain=none | tf=dataset-name | fluorescence=parsed-channels | tf_localisation=known-tf,"[condition]
mannose to galactose"
2805,Hxt_Maybe_00,True,2% glucose to 0% glucose,488;290;441;500;1444,UNKNOWN,180,YES,NO,"This experiment tracks Hxt vacuole localisation of glucose transporters, not the nuclear-cytoplasmic localisation of a transcription factor.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: hxt_maybe.log.,GFP_Z;GFP,Brightfield;GFP_Z;GFP,"condition=llm | strain=yst-refs,position-names | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
2% glucose to 0% glucose

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks Hxt vacuole localisation of glucose transporters, not the nuclear-cytoplasmic localisation of a transcription factor."
2806,GAL2_MAN_GAL_00,True,,,UNKNOWN,180,YES,NO,"This experiment tracks GAL2 localisation in different sugars, and Gal2 is a galactose transporter/membrane protein rather than a transcription factor undergoing nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: gal2_man_gal.log.,GFP_Z;GFP,Brightfield;GFP_Z;GFP,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks GAL2 localisation in different sugars, and Gal2 is a galactose transporter/membrane protein rather than a transcription factor undergoing nuclear-cytoplasmic localisation."
786,5_75_00,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment using the pH sensor pHluorin, not a fluorescently tagged transcription factor whose nuclear localisation is tracked.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFPWide;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment using the pH sensor pHluorin, not a fluorescently tagged transcription factor whose nuclear localisation is tracked."
2808,FY4_NADH_RPL3_Delft_00,True,,1045,UNKNOWN,180,YES,NO,"This experiment tracks Rpl3-GFP and NAD(P)H metabolic oscillations, and Rpl3 is a ribosomal protein rather than a transcription factor localisation reporter.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: fy4_nadh_rpl3_delft.log.,GFP_Z;GFP;NADH,Brightfield;GFP_Z;GFP;NADH,"condition=none | strain=yst-refs,position-names | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks Rpl3-GFP and NAD(P)H metabolic oscillations, and Rpl3 is a ribosomal protein rather than a transcription factor localisation reporter."
2809,TF_screen_2nd_plate_cdb_zero_glc_00,True,2% glucose to 0%,1138,Tbf1;Ert1;Gzf3;Rpn4;Stp2;Uga3;Stb3;Fkh1;Mot3;Stp4;Tec1;Stb1;Ume1;Dig1;Stp1;Ndd1;Hcm1;Mot2;Ixr1;Cep3,24,YES,YES,"Known TF(s) detected: Tbf1, Ert1, Gzf3, Rpn4, Stp2, Uga3, Stb3, Fkh1, Mot3, Stp4, Tec1, Stb1, Ume1, Dig1, Stp1, Ndd1, Hcm1, Mot2, Ixr1",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: tf_screen_2nd_plate_cdb_zero_glc.log.,GFP;GFPFast;mCherry;cy5,Brightfield;GFP;GFPFast;mCherry;cy5,"condition=switch-phrase | strain=yst-refs,details | tf=group-labels | fluorescence=parsed-channels | tf_localisation=known-tf",
2810,FY4_NADH_RPL3_SC_00,True,,1045,UNKNOWN,180,YES,NO,"This experiment tracks Rpl3-GFP and NAD(P)H in cells, and Rpl3 is a ribosomal protein rather than a transcription factor or nuclear-localisation reporter.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: fy4_nadh_rpl3_sc.log.,GFP_Z;GFP;NADH,Brightfield;GFP_Z;GFP;NADH,"condition=none | strain=yst-refs,position-names | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks Rpl3-GFP and NAD(P)H in cells, and Rpl3 is a ribosomal protein rather than a transcription factor or nuclear-localisation reporter."
2811,Switch_TestBinaryOscillator_0d2to0d6pGlc_cAMP_NewCube_00,True,0.2% glucose to 0.6% glucose,1702,UNKNOWN,480,YES,NO,"This experiment uses a FRET sensor with mTurquoise2/tdTomato and cy5 channels to monitor glucose/cAMP responses, not a tagged transcription factor’s nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: switch_testbinaryoscillator_0d2to0d6pglc_camp_newcube.log.,mTurquoise2;tdTomatoFRET;cy5,Brightfield;mTurquoise2;tdTomatoFRET;cy5,condition=llm | strain=group-lines | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
0.2% glucose to 0.6% glucose

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment uses a FRET sensor with mTurquoise2/tdTomato and cy5 channels to monitor glucose/cAMP responses, not a tagged transcription factor’s nuclear localisation."
2812,Ramp_1to0pGlc_10h_cAMP_00,True,1% glucose to 0% glucose,1702,UNKNOWN,192,YES,NO,"This experiment uses mTurquoise2/tdTomato FRET and cy5 channels to monitor cAMP dynamics during a glucose ramp, with no transcription factor named or nuclear-versus-cytoplasmic TF localisation indicated.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: ramp_1to0pglc_10h_camp.log.,mTurquoise2;tdTomatoFRET;cy5,Brightfield;mTurquoise2;tdTomatoFRET;cy5,condition=llm | strain=group-lines | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
1% glucose to 0% glucose

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment uses mTurquoise2/tdTomato FRET and cy5 channels to monitor cAMP dynamics during a glucose ramp, with no transcription factor named or nuclear-versus-cytoplasmic TF localisation indicated."
2813,FY4_NADH_RPL3_SC_00,True,,1045,UNKNOWN,180,YES,NO,"This experiment tracks Rpl3-GFP and NAD(P)H in metabolic oscillations, and Rpl3 is a ribosomal protein rather than a transcription factor localisation reporter.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: fy4_nadh_rpl3_sc.log.,GFP_Z;GFP;NADH,Brightfield;GFP_Z;GFP;NADH,"condition=none | strain=yst-refs,position-names | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks Rpl3-GFP and NAD(P)H in metabolic oscillations, and Rpl3 is a ribosomal protein rather than a transcription factor localisation reporter."
2814,Ramp_1to0pGlc_10h_cAMP_00,False,,,UNKNOWN,,NO,NO,This appears to be a glucose/cAMP perturbation dataset and the name does not indicate any tagged transcription factor or nuclear-localisation reporter being tracked.,No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to be a glucose/cAMP perturbation dataset and the name does not indicate any tagged transcription factor or nuclear-localisation reporter being tracked."
2816,GAL2_MAN_GAL_00,True,mannose to galactose,,UNKNOWN,180,YES,NO,"This experiment tracks GAL2 localisation in different sugars, and Gal2 is a galactose transporter/membrane protein rather than a transcription factor or nuclear-localisation reporter.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: gal2_man_gal.log.,GFP_Z;GFP,Brightfield;GFP_Z;GFP,condition=llm | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
mannose to galactose

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks GAL2 localisation in different sugars, and Gal2 is a galactose transporter/membrane protein rather than a transcription factor or nuclear-localisation reporter."
